event_type,scan_code,name,time
up,18,e,1770221876.9528394
down,14,backspace,1770221877.187489
up,14,backspace,1770221877.26944
down,19,r,1770221877.271131
up,19,r,1770221877.3191478
down,18,e,1770221877.4084086
up,18,e,1770221877.4839427
down,31,s,1770221877.5850937
up,31,s,1770221877.6879048
down,18,e,1770221877.7636073
down,49,n,1770221877.8705413
up,18,e,1770221877.8705413
up,49,n,1770221877.9991245
down,20,t,1770221878.000136
up,20,t,1770221878.10516
down,57,space,1770221878.1323016
up,57,space,1770221878.1929033
down,23,i,1770221878.2682903
up,23,i,1770221878.3383
down,20,t,1770221878.3383
up,20,t,1770221878.4221976
down,57,space,1770221878.4843957
up,57,space,1770221878.5552537
down,17,w,1770221878.6064415
down,23,i,1770221878.6924534
up,17,w,1770221878.7186074
up,23,i,1770221878.7560966
down,38,l,1770221878.9289026
up,38,l,1770221878.9724474
down,38,l,1770221879.0895388
up,38,l,1770221879.1261034
down,57,space,1770221879.3741777
up,57,space,1770221879.452924
down,33,f,1770221879.4894483
up,33,f,1770221879.5822961
down,30,a,1770221879.7133143
up,30,a,1770221879.8703866
down,46,c,1770221879.890517
up,46,c,1770221879.972952
down,20,t,1770221880.2042594
up,20,t,1770221880.3067079
down,57,space,1770221880.4118075
up,57,space,1770221880.4749343
down,38,l,1770221880.5930314
up,38,l,1770221880.6520548
down,23,i,1770221880.7538967
up,23,i,1770221880.818309
down,20,t,1770221880.843453
up,20,t,1770221880.887954
down,20,t,1770221880.9922757
up,20,t,1770221881.0416286
down,38,l,1770221881.1251545
up,38,l,1770221881.2216032
down,18,e,1770221881.34077
up,18,e,1770221881.4016378
down,57,space,1770221881.4866376
up,57,space,1770221881.5552368
down,18,e,1770221881.8793154
up,18,e,1770221881.9663782
down,30,a,1770221882.3164227
up,30,a,1770221882.4088485
down,46,c,1770221882.583589
up,46,c,1770221882.670834
down,35,h,1770221882.6945512
up,35,h,1770221882.7766325
down,57,space,1770221882.8913546
up,57,space,1770221882.9605305
down,37,k,1770221883.0383277
up,37,k,1770221883.1094382
down,17,w,1770221883.2425508
up,17,w,1770221883.3028994
down,24,o,1770221883.4078157
up,24,o,1770221883.4785845
down,14,backspace,1770221883.841952
up,14,backspace,1770221883.9117894
down,24,o,1770221884.2958999
up,24,o,1770221884.3565748
down,17,w,1770221884.439862
up,17,w,1770221884.5457907
down,57,space,1770221884.5936146
up,57,space,1770221884.671425
down,38,l,1770221884.7994778
up,38,l,1770221884.868768
down,30,a,1770221884.9423378
down,31,s,1770221885.1312652
up,30,a,1770221885.164259
up,31,s,1770221885.2466106
down,20,t,1770221886.0517514
up,20,t,1770221886.1648793
down,57,space,1770221886.553851
up,57,space,1770221886.6480167
down,31,s,1770221887.2676663
up,31,s,1770221887.3810863
down,19,r,1770221887.6869168
up,19,r,1770221887.7755358
down,19,r,1770221887.8841238
up,19,r,1770221887.9319398
down,50,m,1770221888.0014029
up,50,m,1770221888.0991523
down,57,space,1770221888.2212982
up,57,space,1770221888.3297918
down,30,a,1770221888.4592507
up,30,a,1770221888.5553901
down,38,l,1770221889.1253138
up,38,l,1770221889.200373
down,31,s,1770221889.3903954
up,31,s,1770221889.4499214
down,24,o,1770221889.5169284
up,24,o,1770221889.5844846
down,57,space,1770221889.7749588
up,57,space,1770221889.8530455
down,34,g,1770221890.1057591
up,34,g,1770221890.211159
down,19,r,1770221890.3318405
down,24,o,1770221890.4185
up,19,r,1770221890.4185
up,24,o,1770221890.5151014
down,22,u,1770221890.634379
up,22,u,1770221890.6959808
down,25,p,1770221890.8290145
up,25,p,1770221890.9028735
down,57,space,1770221891.0565777
up,57,space,1770221891.1357481
down,25,p,1770221891.4241464
up,25,p,1770221891.5369942
down,38,l,1770221891.566407
up,38,l,1770221891.6363983
down,30,a,1770221891.7259345
up,30,a,1770221891.8371708
down,21,y,1770221891.9088628
up,21,y,1770221891.9592156
down,14,backspace,1770221892.317381
up,14,backspace,1770221892.3967488
down,49,n,1770221892.540722
up,49,n,1770221892.604271
down,57,space,1770221892.717589
up,57,space,1770221892.7712274
down,35,h,1770221892.8392668
up,35,h,1770221892.9047897
down,24,o,1770221893.0349357
up,24,o,1770221893.1136954
down,22,u,1770221893.2256236
up,22,u,1770221893.2864664
down,31,s,1770221893.3227308
up,31,s,1770221893.4053626
down,18,e,1770221893.5377047
down,57,space,1770221893.640667
up,18,e,1770221893.640667
up,57,space,1770221893.7215416
down,17,w,1770221893.8576617
up,17,w,1770221893.9060748
down,35,h,1770221893.9386246
up,35,h,1770221894.046098
down,18,e,1770221894.0477886
up,18,e,1770221894.1064723
down,19,r,1770221894.207084
up,19,r,1770221894.2489526
down,18,e,1770221894.323129
down,57,space,1770221894.421269
up,18,e,1770221894.422917
up,57,space,1770221894.526373
down,34,g,1770221894.5682821
up,34,g,1770221894.6694083
down,18,e,1770221894.809126
up,18,e,1770221894.888462
down,49,n,1770221894.918554
up,49,n,1770221894.9919724
down,18,e,1770221895.0367186
up,18,e,1770221895.0989861
down,19,r,1770221895.198726
up,19,r,1770221895.2869084
down,30,a,1770221895.4887183
up,30,a,1770221895.54896
down,38,l,1770221895.6656554
up,38,l,1770221895.752577
down,57,space,1770221895.924908
up,57,space,1770221895.9866054
down,49,n,1770221896.0866668
up,49,n,1770221896.14117
down,24,o,1770221896.2049756
up,24,o,1770221896.288808
down,18,e,1770221896.288808
up,18,e,1770221896.3411763
down,57,space,1770221896.429967
up,57,space,1770221896.50035
down,24,o,1770221896.844549
up,24,o,1770221896.9086862
down,20,t,1770221896.952626
up,20,t,1770221897.0421407
down,32,d,1770221897.226312
up,32,d,1770221897.3062596
down,18,e,1770221897.8297205
up,18,e,1770221897.9111032
down,19,r,1770221898.0433993
up,19,r,1770221898.1294227
down,57,space,1770221898.1605785
up,57,space,1770221898.2435539
down,32,d,1770221898.3948607
down,24,o,1770221898.4612234
up,32,d,1770221898.4680803
up,24,o,1770221898.5363777
down,57,space,1770221898.6716623
up,57,space,1770221898.7279093
down,24,o,1770221898.8412871
up,24,o,1770221898.9165668
down,33,f,1770221898.9165668
up,33,f,1770221898.968543
down,33,f,1770221899.39324
up,33,f,1770221899.4621823
down,57,space,1770221899.578381
up,57,space,1770221899.6479397
down,20,t,1770221899.7118313
down,35,h,1770221899.778949
up,20,t,1770221899.805311
up,35,h,1770221899.8419278
down,24,o,1770221899.9705744
up,24,o,1770221900.0591445
down,31,s,1770221900.0794218
up,31,s,1770221900.1327908
down,18,e,1770221900.2570372
down,57,space,1770221900.3472855
up,18,e,1770221900.3482833
up,57,space,1770221900.3961027
down,48,b,1770221900.4972079
up,48,b,1770221900.5595741
down,24,o,1770221900.6540155
up,24,o,1770221900.76748
down,20,t,1770221900.7768917
up,20,t,1770221900.8628962
down,35,h,1770221900.910599
up,35,h,1770221900.9974742
down,57,space,1770221901.1105833
up,57,space,1770221901.1845896
down,32,d,1770221901.2679086
up,32,d,1770221901.346887
down,24,o,1770221901.3646057
up,24,o,1770221901.4305353
down,17,w,1770221901.4961655
up,17,w,1770221901.5649118
down,49,n,1770221901.608468
up,49,n,1770221901.678554
down,57,space,1770221901.81265
up,57,space,1770221901.873729
down,25,p,1770221902.0067413
up,25,p,1770221902.0648031
down,19,r,1770221902.0971754
up,19,r,1770221902.1811147
down,24,o,1770221902.1978948
up,24,o,1770221902.2979128
down,34,g,1770221902.2994308
up,34,g,1770221902.3928576
down,19,r,1770221902.4355304
up,19,r,1770221902.5175743
down,30,a,1770221902.7946634
up,30,a,1770221902.8659718
down,50,m,1770221903.304619
up,50,m,1770221903.3628008
down,57,space,1770221903.5552158
up,57,space,1770221903.6295877
down,35,h,1770221903.7110968
up,35,h,1770221903.7829604
down,24,o,1770221903.915485
up,24,o,1770221904.0002263
down,50,m,1770221904.0512252
up,50,m,1770221904.1175015
down,18,e,1770221904.1666982
up,18,e,1770221904.2303154
down,57,space,1770221904.2634912
up,57,space,1770221904.3156302
down,50,m,1770221904.4006946
up,50,m,1770221904.466551
down,23,i,1770221904.5011113
up,23,i,1770221904.5685403
down,34,g,1770221904.5975723
up,34,g,1770221904.676864
down,35,h,1770221904.7142928
up,35,h,1770221904.7949328
down,20,t,1770221904.8381298
up,20,t,1770221904.9339325
down,57,space,1770221904.950791
up,57,space,1770221905.0328565
down,19,r,1770221905.1649573
up,19,r,1770221905.2313557
down,14,backspace,1770221905.4695187
up,14,backspace,1770221905.5343595
down,17,w,1770221905.5649254
up,17,w,1770221905.6174014
down,19,r,1770221905.7180066
up,19,r,1770221905.8014483
down,23,i,1770221905.819245
up,23,i,1770221905.9020813
down,20,t,1770221905.9307168
up,20,t,1770221906.0046296
down,18,e,1770221906.1372776
up,18,e,1770221906.200395
down,57,space,1770221906.2189422
up,57,space,1770221906.2939353
down,50,m,1770221906.4363034
up,50,m,1770221906.5197718
down,18,e,1770221906.5197718
up,18,e,1770221906.5695574
down,30,a,1770221906.7377682
down,49,n,1770221906.8005614
up,30,a,1770221906.830649
up,49,n,1770221906.8532662
down,57,space,1770221907.005384
up,57,space,1770221907.0538778
down,50,m,1770221907.1825078
up,50,m,1770221907.2368598
down,22,u,1770221907.3604853
up,22,u,1770221907.4315
down,46,c,1770221907.4868493
down,35,h,1770221907.5702417
up,46,c,1770221907.5702417
up,35,h,1770221907.6382332
down,57,space,1770221907.7924836
up,57,space,1770221907.8377788
down,38,l,1770221907.9504
up,38,l,1770221908.0233452
down,23,i,1770221908.1452217
up,23,i,1770221908.2115014
down,33,f,1770221908.2115014
up,33,f,1770221908.2716947
down,18,e,1770221908.3346338
down,57,space,1770221908.471104
up,18,e,1770221908.471104
up,57,space,1770221908.5219069
down,46,c,1770221908.5915592
down,24,o,1770221908.6735556
up,46,c,1770221908.6906505
up,24,o,1770221908.749822
down,22,u,1770221908.863873
up,22,u,1770221908.9409664
down,19,r,1770221908.9422824
up,19,r,1770221909.0188334
down,31,s,1770221909.1948497
up,31,s,1770221909.2562537
down,18,e,1770221909.440736
down,57,space,1770221909.5002007
up,18,e,1770221909.5025933
up,57,space,1770221909.573299
down,24,o,1770221909.660288
up,24,o,1770221909.7195122
down,33,f,1770221909.7864964
up,33,f,1770221909.8326712
down,33,f,1770221909.9264092
up,33,f,1770221909.9865558
down,57,space,1770221910.0858135
up,57,space,1770221910.1699653
down,17,w,1770221910.2749107
down,35,h,1770221910.3875928
up,17,w,1770221910.389141
up,35,h,1770221910.4505298
down,24,o,1770221910.5956378
up,24,o,1770221910.665952
down,57,space,1770221910.8313084
up,57,space,1770221910.8910697
down,20,t,1770221910.924389
down,35,h,1770221911.033831
up,20,t,1770221911.0378163
up,35,h,1770221911.096617
down,30,a,1770221911.229165
up,30,a,1770221911.3264513
down,20,t,1770221911.451161
up,20,t,1770221911.5419345
down,57,space,1770221911.56419
up,57,space,1770221911.6251974
down,48,b,1770221911.7343664
up,48,b,1770221911.7920692
down,21,y,1770221911.866539
up,21,y,1770221911.9429443
down,57,space,1770221912.0400128
up,57,space,1770221912.1199799
down,33,f,1770221912.2023773
up,33,f,1770221912.2729788
down,18,e,1770221912.3986263
up,18,e,1770221912.4559605
down,18,e,1770221912.5507798
down,38,l,1770221912.6260202
up,18,e,1770221912.6260202
up,38,l,1770221912.7266548
down,57,space,1770221912.8818812
up,57,space,1770221912.9265935
down,20,t,1770221912.9735746
down,35,h,1770221913.0866797
up,20,t,1770221913.0866797
up,35,h,1770221913.1439323
down,23,i,1770221913.2356853
up,23,i,1770221913.3279917
down,49,n,1770221913.36086
up,49,n,1770221913.443307
down,37,k,1770221913.5178175
up,37,k,1770221913.600982
down,57,space,1770221913.6870492
up,57,space,1770221913.7573614
down,35,h,1770221913.9166346
up,35,h,1770221913.9611607
down,24,o,1770221914.129267
up,24,o,1770221914.2249262
down,50,m,1770221914.2823088
up,50,m,1770221914.378116
down,18,e,1770221914.428569
up,18,e,1770221914.494827
down,57,space,1770221914.5790422
up,57,space,1770221914.6631234
down,48,b,1770221914.8789942
up,48,b,1770221914.973003
down,18,e,1770221914.974539
up,18,e,1770221915.0465899
down,20,t,1770221915.1654053
up,20,t,1770221915.2453973
down,17,w,1770221915.3925343
up,17,w,1770221915.4461365
down,18,e,1770221915.5472224
up,18,e,1770221915.6134684
down,18,e,1770221915.6818676
down,49,n,1770221915.7464843
up,18,e,1770221915.7464843
up,49,n,1770221915.8017619
down,57,space,1770221915.9307556
up,57,space,1770221915.9801674
down,48,b,1770221916.0960295
up,48,b,1770221916.1600385
down,18,e,1770221916.1975389
up,18,e,1770221916.314383
down,46,c,1770221916.527207
down,24,o,1770221916.6085575
up,46,c,1770221916.6106281
up,24,o,1770221916.6844795
down,50,m,1770221916.7579503
up,50,m,1770221916.846077
down,18,e,1770221916.86457
up,18,e,1770221916.8933372
down,57,space,1770221916.9981577
up,57,space,1770221917.0693197
down,35,h,1770221917.157299
down,30,a,1770221917.1979702
up,35,h,1770221917.2167318
up,30,a,1770221917.3153672
down,49,n,1770221917.345578
up,49,n,1770221917.4152145
down,32,d,1770221917.4152145
up,32,d,1770221917.492096
down,57,space,1770221917.564305
up,57,space,1770221917.6314223
down,32,d,1770221917.7172782
up,32,d,1770221917.7830243
down,18,e,1770221917.874438
up,18,e,1770221917.9446332
down,47,v,1770221918.0311499
up,47,v,1770221918.1248488
down,18,e,1770221918.1916497
down,38,l,1770221918.2659123
up,18,e,1770221918.3126414
up,38,l,1770221918.330035
down,24,o,1770221918.4330747
up,24,o,1770221918.4835315
down,25,p,1770221918.6086338
up,25,p,1770221918.6771538
down,57,space,1770221918.8083494
up,57,space,1770221918.8964148
down,31,s,1770221918.9164155
up,31,s,1770221918.9997358
down,18,e,1770221919.0745614
up,18,e,1770221919.1431272
down,20,t,1770221919.2581398
down,57,space,1770221919.3802862
up,20,t,1770221919.3802862
up,57,space,1770221919.433448
down,23,i,1770221919.5057027
up,23,i,1770221919.5640476
down,49,n,1770221919.6003077
up,49,n,1770221919.65937
down,57,space,1770221919.8141325
up,57,space,1770221919.8767064
down,20,t,1770221919.8767064
down,35,h,1770221919.9754553
up,20,t,1770221919.9754553
up,35,h,1770221920.0178611
down,23,i,1770221920.131975
up,23,i,1770221920.2202368
down,31,s,1770221920.2573094
up,31,s,1770221920.3183322
down,57,space,1770221920.3481162
up,57,space,1770221920.4146433
down,17,w,1770221920.4611995
up,17,w,1770221920.514935
down,24,o,1770221920.552236
up,24,o,1770221920.618393
down,19,r,1770221920.651709
down,38,l,1770221920.7544525
up,19,r,1770221920.7544525
up,38,l,1770221920.8152232
down,14,backspace,1770221921.151597
up,14,backspace,1770221921.230865
down,32,d,1770221921.261975
up,32,d,1770221921.3522067
down,57,space,1770221921.402745
up,57,space,1770221921.4856088
down,17,w,1770221921.5632544
up,17,w,1770221921.6161265
down,30,a,1770221921.74467
up,30,a,1770221921.8032324
down,49,n,1770221921.8714366
up,49,n,1770221921.9541607
